date,AGG,EEM,EFA,IJR,JNK,SHY,SPY
2015-03-27,-0.0011677742,-0.015469134,-0.007919669,-0.016816974,0.00025558472,0.00058984756,-0.022194743
2015-04-02,0.004053712,0.045109034,0.0007675886,0.009908676,0.005073786,0.00102198124,0.0033780336
2015-04-10,-0.0016153455,0.039767146,0.01641357,0.0028756857,0.006385684,-0.00047129393,0.017463088
2015-04-17,0.003775239,-0.0041977763,-0.0043767095,-0.01155436,0.00025379658,0.0010608434999999999,-0.009950459
2015-04-24,-0.0015223026,0.026815057000000003,0.02167654,0.014590502,0.0043137074,0.0,0.017792225
2015-05-01,-0.0085555315,-0.016079426,-0.0022255182,-0.024472296,-0.0013025998999999999,-0.00099784136,-0.0043935776
2015-05-08,-0.0004531145,-0.006258726,0.0060967207,0.0046551228,0.0025418997,0.00047159195,0.0042710304
2015-05-15,-0.0008160472,0.006531477,0.011232495,0.0073794127,0.00025367737,0.00058937073,0.003874898
2015-05-22,-0.0037204622999999996,-0.009501754999999999,-0.006430805,0.0043441057,-0.0017744303000000001,-0.0011779666,0.0025889874
2015-05-29,0.0034611225000000002,-0.037903666,-0.019711733,-0.0078026056,0.00101566315,0.0009435415,-0.008685887
2015-06-05,-0.012831569000000001,-0.024562240000000003,-0.01515609,0.01410377,-0.011036575,-0.0019817948,-0.0064885616000000005
2015-06-12,0.00027632713,0.0032410622,0.008684993,0.005815983,-0.002835095,-5.90086e-05,0.0011440515499999998
2015-06-19,0.0058021545,-0.0044731497999999995,-0.0021147728,0.013994813,0.00025856495,0.0020079613,0.008714199
2015-06-26,-0.009156644299999999,0.004274845,0.011978388,-0.0014191866,-0.0031008124,-0.0012966990000000001,-0.0046961308
2015-07-02,0.004125595,-0.0037565827000000003,-0.026772082,-0.023159325,-0.00055468082,0.002333045,-0.011962652
2015-07-10,-0.00055336952,-0.033685267,0.005001664,0.002294302,-0.0028668642,-0.00047129393,0.0008200407
2015-07-17,0.0037829876,0.008324623,0.015707493,0.00610435,-0.0015681386,-0.00035357475,0.024098753999999997
2015-07-24,0.0030333996,-0.0438596,-0.021742404,-0.03025192,-0.013612568,-0.00023579597000000002,-0.021084309000000002
2015-07-31,0.0034823418,0.0016189814,0.013930202000000001,0.015815139,0.00769639,0.0008255243,0.012019277
2015-08-07,-0.0007958411999999999,-0.022090494999999998,-0.0026242137,-0.014970064,-0.011239827,-0.0013192892,-0.012114047999999999
2015-08-14,-0.001190424,-0.02121216,-0.0094412565,0.0080764294,-0.0048180223,0.0,0.0070689917
2015-08-21,0.0063261986,-0.078243732,-0.06375003,-0.04186767599999999,-0.012372255,0.0021249056,-0.056298313
2015-08-28,-0.006924212,0.03145039,0.008344412,-0.0027872324,0.007352948000000001,-0.00094240904,0.008348942
2015-09-04,0.004517316800000001,-0.048549414000000006,-0.046507716,-0.021098197,0.00016129017,0.00035130978,-0.033570886
2015-09-11,-0.0019218326,0.04107034,0.031765342,0.015565991,0.006248355,0.00011789799,0.02154839
2015-09-18,0.0020172596,0.011058091999999999,-0.010430694,0.0016324520000000002,-0.007829428000000001,0.0009433031,-0.0013041495999999999
2015-09-25,-0.0015556216,-0.042270184,-0.023121417000000002,-0.012967348,-0.017414987,-0.00023555756,-0.013302564999999999
2015-10-02,0.008111715299999999,0.04444444,0.017751455,-0.011873007,-0.016435862000000002,0.0028259754,0.011148572
